iter	Passed	Remaining
229	46529	196235
230	46648	195681
231	46781	195190
232	46919	194725
233	47030	194153
234	47138	193568
235	47252	193014
236	47430	192722
237	47625	192501
238	47820	192282
239	48015	192062
240	48217	191867
241	48419	191677
242	48615	191462
243	48809	191238
244	49010	191039
245	49203	190811
246	49401	190604
247	49601	190405
248	49776	190110
249	49984	189940
250	50177	189714
251	50372	189494
252	50574	189303
253	50760	189054
254	50952	188823
255	51150	188616
256	51362	188462
257	51555	188238
258	51756	188042
259	51951	187825
260	52144	187601
261	52341	187388
262	52538	187182
263	52726	186940
264	52924	186734
265	53118	186515
266	53315	186303
267	53510	186087
268	53709	185885
269	53905	185673
270	54096	185446
271	54297	185249
272	54494	185043
273	54698	184856
274	54876	184584
275	55065	184351
276	55273	184180
277	55476	183991
278	55688	183832
279	55890	183638
280	56094	183454
281	56297	183267
282	56491	183048
283	56637	182676
284	56827	182445
285	57028	182253
286	57223	182037
287	57421	181834
288	57614	181613
289	57805	181388
290	57998	181172
291	58183	180927
292	58382	180727
293	58575	180507
294	58765	180280
295	58969	180097
296	59163	179881
297	59361	179679
298	59592	179574
299	59812	179436
300	60010	179235
301	60206	179024
302	60409	178836
303	60609	178639
304	60805	178429
305	60998	178210
306	61189	177986
307	61398	177817
308	61596	177613
309	61791	177400
310	61981	177176
311	62175	176962
312	62373	176759
313	62577	176573
314	62777	176374
315	62969	176156
316	63175	175974
317	63378	175786
318	63578	175587
319	63770	175368
320	63973	175179
321	64162	174953
322	64355	174737
323	64542	174505
324	64731	174276
325	64937	174095
326	65136	173895
327	65326	173672
328	65530	173486
329	65739	173313
330	65933	173101
331	66121	172870
332	66296	172609
333	66449	172291
334	66610	171995
335	66758	171663
336	66909	171343
337	67089	171097
338	67288	170900
339	67487	170704
340	67696	170531
341	67916	170387
342	68121	170204
343	68319	170003
344	68517	169803
345	68728	169636
346	68925	169432
347	69130	169250
348	69325	169042
349	69513	168817
350	69704	168602
351	69897	168388
352	70090	168177
353	70292	167988
354	70498	167805
355	70705	167628
356	70900	167420
357	71101	167227
358	71305	167041
359	71517	166873
360	71717	166678
361	71947	166551
362	72196	166470
363	72439	166372
364	72678	166264
365	72923	166170
366	73158	166051
367	73374	165890
368	73590	165727
369	73803	165559
370	74008	165372
371	74213	165184
372	74412	164984
373	74616	164794
374	74810	164582
375	75031	164431
376	75220	164207
377	75408	163984
378	75607	163782
379	75800	163568
380	75989	163346
381	76180	163129
382	76372	162914
383	76565	162701
384	76753	162479
385	76944	162262
386	77134	162042
387	77339	161853
388	77535	161648
389	77724	161428
390	77914	161208
391	78104	160991
392	78289	160762
393	78487	160561
394	78677	160343
395	78875	160141
396	79063	159919
397	79255	159706
398	79452	159502
399	79649	159299
400	79835	159074
401	80027	158861
402	80222	158652
403	80414	158441
404	80604	158222
405	80803	158023
406	80995	157812
407	81187	157599
408	81384	157397
409	81584	157199
410	81774	156982
411	81969	156777
412	82156	156555
413	82355	156356
414	82547	156144
415	82753	155957
416	82932	155723
417	83120	155503
418	83316	155298
419	83544	155154
420	83747	154963
421	83947	154766
422	84126	154530
423	84317	154316
424	84519	154123
425	84715	153919
426	84903	153700
427	85111	153518
428	85310	153320
429	85507	153118
430	85704	152915
431	85891	152695
432	86090	152498
433	86283	152288
434	86481	152088
435	86676	151882
436	86867	151669
437	87081	151498
438	87284	151306
439	87486	151113
440	87646	150847
441	87794	150561
442	88228	150765
443	88469	150636
444	88676	150451
445	88903	150298
446	89127	150140
447	89389	150045
448	89850	150283
449	90094	150158
450	90363	150071
451	90682	150067
452	90919	149926
453	91145	149767
454	91345	149566
455	91551	149373
456	91745	149161
457	91945	148959
458	92137	148745
459	92342	148550
460	92543	148350
461	92744	148150
462	92945	147949
463	93138	147737
464	93330	147523
465	93524	147310
466	93727	147113
467	93926	146910
468	94126	146709
469	94321	146499
470	94538	146324
471	94720	146094
472	94847	145780
473	94972	145464
474	95100	145154
475	95232	144849
476	95376	144563
477	95524	144286
478	95656	143984
479	95792	143688
480	95973	143461
481	96193	143292
482	96419	143132
483	96571	142861
484	96704	142564
485	96836	142266
486	96966	141965
487	97106	141680
488	97239	141385
489	97371	141088
490	97504	140795
491	97637	140502
492	97764	140201
493	97893	139904
494	98062	139665
495	98204	139387
496	98335	139094
497	98464	138799
498	98592	138503
499	98712	138198
500	98837	137899
501	98968	137610
502	99101	137324
503	99225	137025
504	99359	136742
505	99493	136458
506	99632	136184
507	99762	135897
508	99920	135648
509	100060	135376
510	100183	135081
511	100309	134790
512	100485	134567
513	100722	134427
514	100848	134137
515	100979	133856
516	101113	133578
517	101262	133322
518	101408	133062
519	101534	132775
520	101682	132518
521	101910	132367
522	102127	132199
523	102299	131974
524	102431	131698
525	102556	131413
526	102711	131166
527	102852	130903
528	102983	130627
529	103118	130357
530	103246	130079
531	103370	129796
532	103495	129514
533	103650	129271
534	103800	129023
535	103952	128777
536	104114	128543
537	104272	128305
538	104450	128091
539	104614	127861
540	104759	127608
541	104882	127329
542	105009	127055
543	105137	126783
544	105274	126522
545	105396	126243
546	105516	125964
547	105641	125690
548	105775	125427
549	105901	125156
550	106041	124902
551	106165	124628
552	106289	124357
553	106412	124083
554	106538	123815
555	106671	123555
556	106808	123299
557	106939	123037
558	107102	122813
559	107235	122555
560	107371	122300
561	107536	122079
562	107702	121859
563	107887	121660
564	108038	121423
565	108164	121159
566	108286	120891
567	108424	120641
568	108552	120380
569	108676	120116
570	108818	119872
571	108949	119616
572	109081	119361
573	109214	119108
574	109347	118856
575	109483	118607
576	109611	118349
577	109751	118106
578	109877	117847
579	110014	117601
580	110145	117349
581	110268	117089
582	110396	116834
583	110534	116591
584	110660	116335
585	110796	116090
586	110946	115860
587	111078	115611
588	111209	115362
589	111341	115115
590	111494	114890
591	111658	114676
592	111814	114454
593	111982	114245
594	112126	114011
595	112282	113789
596	112415	113545
597	112570	113323
598	112840	113216
599	113006	113006
600	113127	112751
601	113250	112497
602	113364	112236
603	113478	111975
604	113618	111740
605	113752	111499
606	113872	111246
607	113988	110989
608	114118	110745
609	114355	110606
610	114634	110506
611	114779	110278
612	115108	110226
613	115335	110075
614	115469	109836
615	115725	109713
616	115865	109480
617	116004	109246
618	116213	109078
619	116351	108845
620	116464	108587
621	116598	108350
622	116733	108114
623	116908	107915
624	117063	107698
625	117217	107480
626	117412	107300
627	117546	107064
628	117768	106908
629	117887	106660
630	118036	106438
631	118206	106235
632	118355	106014
633	118496	105787
634	118626	105549
635	118759	105315
636	118976	105155
637	119167	104971
638	119301	104739
639	119492	104556
640	119653	104346
641	119790	104117
642	119934	103893
643	120082	103673
644	120241	103463
645	120385	103240
646	120528	103017
647	120668	102791
648	120815	102572
649	120999	102383
650	121181	102194
651	121352	101995
652	121615	101873
653	121780	101670
654	121911	101437
655	122047	101209
656	122182	100981
657	122325	100760
658	122457	100530
659	122585	100296
660	122715	100065
661	122847	99836
662	122980	99608
663	123110	99378
664	123238	99146
665	123373	98921
666	123538	98720
667	123679	98499
668	123837	98292
669	123993	98084
670	124138	97867
671	124277	97646
672	124411	97421
673	124546	97197
674	124687	96979
675	124818	96752
676	124950	96527
677	125077	96298
678	125206	96071
679	125329	95840
680	125462	95616
681	125589	95388
682	125725	95168
683	125868	94953
684	126007	94735
685	126157	94526
686	126318	94325
687	126463	94112
688	126606	93898
689	126757	93690
690	126890	93469
691	127025	93250
692	127169	93037
693	127303	92817
694	127440	92600
695	127574	92381
696	127708	92162
697	127852	91951
698	127997	91740
699	128140	91528
700	128280	91315
701	128412	91096
702	128539	90873
703	128665	90650
704	128787	90424
705	128930	90214
706	129058	89994
707	129181	89769
708	129307	89548
709	129438	89330
710	129561	89107
711	129696	88892
712	129824	88673
713	129955	88457
714	130081	88236
715	130213	88021
716	130379	87828
717	130506	87609
718	130679	87422
719	130860	87240
720	131061	87071
721	131234	86883
722	131370	86671
723	131543	86484
724	131682	86274
725	132197	86310
726	132547	86238
727	132713	86044
728	132909	85871
729	133103	85696
730	133272	85505
731	133458	85325
732	133633	85139
733	133814	84955
734	133985	84766
735	134336	84690
736	134516	84506
737	134684	84314
738	134844	84118
739	134999	83918
740	135158	83721
741	135322	83528
742	135477	83328
743	135633	83130
744	135870	82981
745	136123	82841
746	136281	82644
747	136442	82448
748	136597	82250
749	136757	82054
750	136913	81856
751	137096	81674
752	137254	81477
753	137535	81353
754	137704	81163
755	137879	80977
756	138044	80784
757	138211	80593
758	138373	80398
759	138597	80240
760	138903	80129
761	139139	79977
762	139530	79914
763	139724	79738
764	139938	79572
765	140197	79432
766	140414	79269
767	140627	79102
768	140842	78937
769	141061	78774
770	141271	78606
771	141487	78441
772	141727	78289
773	142025	78168
774	142251	78008
775	142508	77865
776	142741	77708
777	142993	77562
778	143247	77415
779	143479	77257
780	143689	77088
781	143920	76929
782	144133	76760
783	144372	76605
784	144582	76435
785	144805	76271
786	145003	76094
787	145225	75929
788	145450	75766
789	145672	75602
790	145889	75434
791	146104	75265
792	146389	75132
793	146621	74972
794	146879	74825
795	147119	74668
796	147377	74520
797	147621	74365
798	147868	74211
799	148115	74057
800	148333	73888
801	148601	73744
802	148823	73577
803	149073	73424
804	149331	73274
805	149557	73108
806	149844	72972
807	150082	72812
808	150397	72689
809	150633	72527
810	150905	72382
811	151135	72217
812	151350	72044
813	151572	71875
814	151797	71708
815	152032	71544
816	152290	71391
817	152502	71217
818	152719	71045
819	152934	70871
820	153161	70704
821	153388	70536
822	153603	70362
823	153826	70192
824	154038	70017
825	154254	69843
826	154470	69670
827	154683	69495
828	154894	69319
829	155115	69147
830	155341	68978
831	155563	68806
832	155780	68633
833	156001	68461
834	156222	68288
835	156426	68109
836	156608	67919
837	156804	67736
838	157023	67562
839	157243	67390
840	157456	67214
841	157668	67037
842	157861	66852
843	158116	66693
844	158318	66512
845	158511	66327
846	158725	66151
847	158954	65981
848	159178	65808
849	159651	65738
850	159870	65564
851	160080	65384
852	160319	65217
853	160548	65046
854	160778	64875
855	161004	64702
856	161214	64523
857	161440	64350
858	161662	64175
859	161988	64041
860	162258	63885
861	162473	63707
862	162686	63528
863	162900	63350
864	163137	63180
865	163350	63001
866	163565	62822
867	163781	62644
868	164000	62467
869	164222	62291
870	164444	62115
871	164677	61942
872	164910	61770
873	165129	61593
874	165351	61416
875	165571	61238
876	165806	61066
877	166029	60889
878	166246	60711
879	166459	60530
880	166680	60352
881	166891	60171
882	167146	60006
883	167395	59838
884	167653	59673
885	167907	59506
886	168152	59336
887	168416	59173
888	168652	58999
889	168915	58835
890	169170	58668
891	169406	58494
892	169647	58322
893	169877	58145
894	170116	57972
895	170351	57797
896	170556	57612
897	170781	57434
898	171000	57253
899	171244	57081
900	171502	56913
901	171752	56743
902	171961	56558
903	172182	56378
904	172402	56197
905	172627	56018
906	172849	55837
907	173077	55659
908	173311	55482
909	173536	55302
910	173779	55128
911	173986	54943
912	174228	54768
913	174466	54592
914	174686	54410
915	174888	54222
916	175247	54083
917	175520	53918
918	175732	53733
919	175961	53553
920	176258	53394
921	176468	53208
922	176776	53052
923	177071	52891
924	177273	52703
925	177479	52515
926	177687	52328
927	177900	52143
928	178106	51955
929	178299	51764
930	178501	51575
931	178715	51390
932	178931	51205
933	179149	51021
934	179357	50833
935	179571	50648
936	179780	50461
937	179998	50276
938	180145	50072
939	180273	49862
940	180397	49652
941	180525	49443
942	180653	49234
943	180779	49024
944	180906	48816
945	181041	48609
946	181164	48399
947	181290	48191
948	181416	47982
949	181547	47775
950	181676	47568
951	181802	47360
952	181936	47154
953	182063	46947
954	182184	46738
955	182309	46530
956	182435	46323
957	182563	46117
958	182686	45909
959	182818	45704
960	182946	45498
961	183073	45292
962	183198	45086
963	183321	44879
964	183452	44674
965	183578	44469
966	183706	44264
967	183833	44059
968	183957	43853
969	184083	43648
970	184211	43444
971	184337	43239
972	184464	43035
973	184594	42831
974	184723	42628
975	184847	42424
976	184978	42221
977	185108	42018
978	185230	41814
979	185360	41611
980	185484	41407
981	185609	41204
982	185732	41001
983	185860	40798
984	185992	40597
985	186114	40394
986	186242	40192
987	186364	39989
988	186491	39787
989	186615	39585
990	186742	39383
991	186865	39181
992	187000	38981
993	187127	38780
994	187255	38580
995	187376	38378
996	187508	38178
997	187631	37977
998	187758	37777
999	187887	37577
1000	188019	37378
1001	188144	37178
1002	188272	36978
1003	188404	36780
1004	188534	36581
1005	188659	36381
1006	188783	36181
1007	188910	35983
1008	189044	35785
1009	189171	35586
1010	189296	35387
1011	189422	35189
1012	189556	34992
1013	189680	34793
1014	189807	34595
1015	189934	34397
1016	190057	34199
1017	190183	34001
1018	190307	33803
1019	190434	33606
1020	190560	33408
1021	190684	33211
1022	190812	33014
1023	190936	32817
1024	191064	32620
1025	191186	32423
1026	191307	32226
1027	191435	32030
1028	191569	31835
1029	191695	31639
1030	191821	31443
1031	191949	31247
1032	192078	31052
1033	192228	30860
1034	192357	30665
1035	192484	30470
1036	192616	30276
1037	192744	30081
1038	192871	29886
1039	193000	29692
1040	193129	29498
1041	193257	29303
1042	193382	29109
1043	193514	28915
1044	193640	28721
1045	193764	28527
1046	193893	28333
1047	194018	28140
1048	194144	27946
1049	194268	27752
1050	194395	27559
1051	194520	27366
1052	194645	27172
1053	194773	26980
1054	194899	26787
1055	195023	26594
1056	195147	26401
1057	195273	26208
1058	195399	26016
1059	195525	25824
1060	195653	25632
1061	195777	25440
1062	195904	25248
1063	196034	25056
1064	196157	24865
1065	196285	24673
1066	196410	24482
1067	196541	24291
1068	196670	24100
1069	196800	23910
1070	196930	23719
1071	197057	23529
1072	197188	23339
1073	197321	23149
1074	197447	22958
1075	197571	22768
1076	197696	22578
1077	197830	22388
1078	197955	22198
1079	198080	22008
1080	198208	21819
1081	198332	21629
1082	198463	21440
1083	198588	21251
1084	198715	21062
1085	198842	20872
1086	198968	20683
1087	199094	20495
1088	199219	20306
1089	199349	20117
1090	199483	19930
1091	199609	19741
1092	199735	19553
1093	199862	19365
1094	199991	19177
1095	200115	18989
1096	200245	18801
1097	200377	18614
1098	200500	18426
1099	200631	18239
1100	200757	18051
1101	200886	17864
1102	201013	17677
1103	201142	17490
1104	201266	17303
1105	201397	17116
1106	201522	16930
1107	201650	16743
1108	201778	16557
1109	201914	16371
1110	202043	16185
1111	202173	15999
1112	202297	15812
1113	202427	15627
1114	202552	15441
1115	202678	15255
1116	202802	15069
1117	202933	14884
1118	203060	14698
1119	203183	14513
1120	203309	14327
1121	203437	14142
1122	203565	13957
1123	203688	13772
1124	203811	13587
1125	203937	13402
1126	204066	13218
1127	204197	13033
1128	204324	12849
1129	204452	12665
1130	204580	12481
1131	204705	12296
1132	204832	12112
1133	204956	11928
1134	205096	11745
1135	205224	11561
1136	205350	11378
1137	205481	11194
1138	205604	11011
1139	205730	10827
1140	205862	10644
1141	205986	10461
1142	206112	10278
1143	206236	10095
1144	206361	9912
1145	206490	9729
1146	206617	9547
1147	206746	9364
1148	206870	9182
1149	207001	9000
1150	207127	8817
1151	207251	8635
1152	207376	8453
1153	207502	8271
1154	207631	8089
1155	207757	7907
1156	207882	7725
1157	208016	7544
1158	208144	7363
1159	208268	7181
1160	208393	7000
1161	208517	6818
1162	208643	6637
1163	208771	6456
1164	208896	6275
1165	209024	6095
1166	209148	5914
1167	209277	5733
1168	209407	5553
1169	209532	5372
1170	209655	5192
1171	209783	5011
1172	209911	4831
1173	210045	4651
1174	210176	4471
1175	210342	4292
1176	210504	4113
1177	210676	3934
1178	210835	3755
1179	210963	3575
1180	211094	3396
1181	211224	3216
1182	211348	3037
1183	211479	2857
1184	211607	2678
1185	211735	2499
1186	211867	2320
1187	211993	2141
1188	212119	1962
1189	212241	1783
1190	212371	1604
1191	212497	1426
1192	212623	1247
1193	212751	1069
1194	212876	890
1195	213003	712
1196	213132	534
1197	213256	356
1198	213381	177
1199	213505	0
