iter	Logloss
378	0.0755330403
379	0.07532497453
380	0.07491631987
381	0.07467160343
382	0.07441748113
383	0.07423624343
384	0.07395013947
385	0.07356267242
386	0.07334272843
387	0.07301174638
388	0.07272031066
389	0.07246005307
390	0.07226605925
391	0.07201472824
392	0.07175989935
393	0.07146185304
394	0.07120588037
395	0.07081518368
396	0.07067372449
397	0.07052364733
398	0.07025728315
399	0.06990464458
400	0.06959458046
401	0.06927718308
402	0.06893301224
403	0.06877584767
404	0.06855802699
405	0.0682679251
406	0.0677673758
407	0.06752231868
408	0.06729541309
409	0.06690794214
410	0.06668452443
411	0.06647417116
412	0.06613796877
413	0.06598005719
414	0.06573906481
415	0.06548355263
416	0.06532057747
417	0.06488089087
418	0.06463276937
419	0.0643556396
420	0.06418257232
421	0.06398925004
422	0.06375137342
423	0.0636730281
424	0.06344370184
425	0.06323897915
426	0.06306622498
427	0.06275493095
428	0.06252082225
429	0.06229430994
430	0.06206363806
431	0.06180938547
432	0.06145141081
433	0.06128181508
434	0.06109153035
435	0.06078908054
436	0.06061102827
437	0.06043179242
438	0.0602945775
439	0.06013735694
440	0.0599405351
441	0.0597053199
442	0.05949504535
443	0.05925513945
444	0.05903552641
445	0.05875032783
446	0.05842856486
447	0.05823079472
448	0.05794785503
449	0.05774917874
450	0.05747984993
451	0.05740001799
452	0.05711725991
453	0.05692464572
454	0.05668051252
455	0.05637118977
456	0.05621372999
457	0.05579541326
458	0.05566191296
459	0.05555968529
460	0.05549370387
461	0.05534240417
462	0.05525889189
463	0.05499213013
464	0.05474773983
465	0.05442329635
466	0.05424380641
467	0.05396400221
468	0.05367005544
469	0.05336595909
470	0.05309552515
471	0.05289116009
472	0.05276757038
473	0.05265693794
474	0.05243692367
475	0.05224366315
476	0.05212974717
477	0.05186491753
478	0.05168303464
479	0.05140949208
480	0.05130829733
481	0.05117230918
482	0.05105402492
483	0.05086801355
484	0.05071112184
485	0.05035598494
486	0.0501333197
487	0.04994198607
488	0.04980318654
489	0.04963134893
490	0.04940960237
491	0.04921783385
492	0.04909775514
493	0.04883515361
494	0.04868064186
495	0.04854033095
496	0.0483835128
497	0.04818603374
498	0.0479828087
499	0.04771165815
500	0.04761251004
501	0.04747170525
502	0.04734084301
503	0.04709187708
504	0.04699557625
505	0.04688774205
506	0.04662596769
507	0.04646640482
508	0.04615328541
509	0.04598699266
510	0.04575353492
511	0.04552418347
512	0.04540974266
513	0.04519473503
514	0.04508675261
515	0.04499731175
516	0.04474083949
517	0.04467815163
518	0.04452271674
519	0.0442782205
520	0.04419190569
521	0.04406438628
522	0.04394759744
523	0.0437171556
524	0.04352004493
525	0.04340609282
526	0.04324147597
527	0.04305899281
528	0.04289867736
529	0.04275559138
530	0.0425540437
531	0.0423987397
532	0.04217593376
533	0.04199145151
534	0.04184425757
535	0.04166901172
536	0.04156907444
537	0.04143332591
538	0.04123916079
539	0.04097935261
540	0.04077034283
541	0.04063707239
542	0.04049366873
543	0.0404213734
544	0.04030307132
545	0.04020047606
546	0.04002832922
547	0.0398680458
548	0.03973621429
549	0.03967902827
550	0.03941222971
551	0.03928142727
552	0.03912009521
553	0.03901365526
554	0.0388793926
555	0.03877342646
556	0.03856283552
557	0.03840633523
558	0.03834088157
559	0.03817763577
560	0.0380386078
561	0.03797329442
562	0.03784489184
563	0.03773006429
564	0.03757055112
565	0.03739007848
566	0.03728001087
567	0.03713257215
568	0.03699722602
569	0.03678111295
570	0.03661473119
571	0.03648533381
572	0.03643371309
573	0.03623505835
574	0.03609002782
575	0.03592866586
576	0.03571169664
577	0.03559277026
578	0.03551212521
579	0.0354388571
580	0.03528107565
581	0.03517179023
582	0.03507511829
583	0.03500136326
584	0.03482535151
585	0.03470173954
586	0.03459062021
587	0.03447360693
588	0.03435773178
589	0.03415152043
590	0.03407524513
591	0.0339738518
592	0.03391126835
593	0.03386187144
594	0.03374843804
595	0.03369834435
596	0.03361314989
597	0.03355908145
598	0.03345262501
599	0.03336179907
600	0.03330004773
601	0.03322245624
602	0.03317018876
603	0.03307501391
604	0.03299242294
605	0.03292020608
606	0.03280648539
607	0.03262662472
608	0.03253356163
609	0.03242050791
610	0.03234231815
611	0.03224034412
612	0.03212361112
613	0.03206514829
614	0.03196758945
615	0.03190766594
616	0.03184760789
617	0.03176650045
618	0.03168610549
619	0.03161188934
620	0.03144677367
621	0.03139930165
622	0.03131745035
623	0.03117978417
624	0.03103423429
625	0.03091126883
626	0.0308334004
627	0.03077249173
628	0.03069713496
629	0.03058845015
630	0.03053267646
631	0.0303928446
632	0.03030662704
633	0.03018676682
634	0.0301039588
635	0.03003191347
636	0.02992742609
637	0.02982423232
638	0.02973797249
639	0.02969849009
640	0.02957147309
641	0.02951150424
642	0.02937307562
643	0.02923232768
644	0.02915310472
645	0.02912809101
646	0.02906701997
647	0.02894415158
648	0.02883463077
649	0.02876264929
650	0.02869961706
651	0.02862034773
652	0.0285613622
653	0.0284251481
654	0.02836947464
655	0.02831453537
656	0.02828356682
657	0.0282016286
658	0.02813141371
659	0.02803109879
660	0.02791701884
661	0.02783799469
662	0.02776947709
663	0.02767290896
664	0.02759956755
665	0.02753290671
666	0.02749192592
667	0.02743813207
668	0.0273418422
669	0.02726978468
670	0.0272316966
671	0.02713479212
672	0.02706113626
673	0.02702282293
674	0.02691988136
675	0.02683705656
676	0.02674025205
677	0.02665733518
678	0.02657421092
679	0.02651024985
680	0.02645473771
681	0.02638996693
682	0.02632629722
683	0.02627012366
684	0.02619096458
685	0.02612432704
686	0.02609559491
687	0.02605436938
688	0.0259653693
689	0.02590673995
690	0.0258619356
691	0.02580595049
692	0.02575892459
693	0.02566907543
694	0.02564245067
695	0.02554377843
696	0.02548510426
697	0.02545269024
698	0.02540166714
699	0.025338817
700	0.02526957844
701	0.02519310179
702	0.02509175847
703	0.0250167935
704	0.02496640419
705	0.02490529504
706	0.02479649671
707	0.02473702483
708	0.02470189911
709	0.02465110159
710	0.02462344793
711	0.0245672448
712	0.02443451957
713	0.02439283399
714	0.02429445096
715	0.02425362909
716	0.02421007988
717	0.02416601723
718	0.02405878643
719	0.02400998251
720	0.0239131287
721	0.02386310286
722	0.02382126551
723	0.02372682955
724	0.02369301617
725	0.02365668655
726	0.02356532147
727	0.02353306857
728	0.02347440841
729	0.02340734513
730	0.02332023356
731	0.02324309502
732	0.02318704427
733	0.02315163192
734	0.02312728525
735	0.02306814778
736	0.0230191199
737	0.02298734296
738	0.02292622961
739	0.02290282395
740	0.02284263082
741	0.02279411107
742	0.02270771519
743	0.02263114765
744	0.02257337313
745	0.02252601073
746	0.02246194152
747	0.02238990953
748	0.02235840525
749	0.02232144534
750	0.02227654684
751	0.02223220925
752	0.02213712624
753	0.02210605183
754	0.02204907718
755	0.02200139039
756	0.02192437318
757	0.02188453114
758	0.02182995529
759	0.02180260186
760	0.02172128747
761	0.02164196702
762	0.02159577036
763	0.02156093431
764	0.02146868608
765	0.021430499
766	0.02137594681
767	0.02134669553
768	0.021283863
769	0.02123290646
770	0.02115492505
771	0.02105445276
772	0.02101532037
773	0.02096458864
774	0.02088343519
775	0.02084341532
776	0.02076839979
777	0.02069613158
778	0.02065011236
779	0.02055976171
780	0.02047777689
781	0.02044813269
782	0.02038241053
783	0.02033207777
784	0.02028263477
785	0.02024003496
786	0.0201734432
787	0.02010547811
788	0.02006689987
789	0.02001943757
790	0.01996364179
791	0.01993005446
792	0.01988510392
793	0.01985902764
794	0.01981796429
795	0.01974552535
796	0.01969210004
797	0.01967312586
798	0.0196354295
799	0.01960297198
800	0.019569559
801	0.01953225895
802	0.01950457324
803	0.01944252384
804	0.01937373621
805	0.01935097686
806	0.01930674935
807	0.01925151116
808	0.01920487468
809	0.01916580924
810	0.01911070196
811	0.01904678783
812	0.01902119525
813	0.01895877372
814	0.01892656286
815	0.01887971624
816	0.01884224539
817	0.01880564845
818	0.01876891368
819	0.01872438747
820	0.01870000231
821	0.01864313415
822	0.0186071416
823	0.01858215032
824	0.01855081072
825	0.01852628617
826	0.01844854428
827	0.01842352466
828	0.0184057359
829	0.01834352048
830	0.01828965617
831	0.01826939405
832	0.01822421712
833	0.01816959442
834	0.01812119893
835	0.0180518493
836	0.01798002754
837	0.01792848244
838	0.01789615596
839	0.01783827841
840	0.0177583533
841	0.01773148182
842	0.0176818284
843	0.01764177546
844	0.01760322274
845	0.01758114658
846	0.01752409861
847	0.01747106129
848	0.01744179983
849	0.01739135133
850	0.01733771274
851	0.01729409747
852	0.01721531705
853	0.0171893527
854	0.01713123926
855	0.01711527186
856	0.0170935061
857	0.01703186098
858	0.01698193695
859	0.01693686253
860	0.01687509365
861	0.01685604375
862	0.01681297019
863	0.01678622928
864	0.01676893215
865	0.0167187076
866	0.01667385357
867	0.01664875069
868	0.01660151673
869	0.01657824743
870	0.01655322883
871	0.01652456902
872	0.01650421349
873	0.01646397273
874	0.01642566249
875	0.01638498817
876	0.01634340226
877	0.01629772712
878	0.01624163117
879	0.01619178425
880	0.01613331222
881	0.01611366162
882	0.01608306959
883	0.0160558556
884	0.01602457883
885	0.01599168369
886	0.01595909054
887	0.01592753104
888	0.01589248914
889	0.01582519595
890	0.01581809408
891	0.01577883185
892	0.01575746921
893	0.01574363467
894	0.01570527751
895	0.01567409578
896	0.01562936357
897	0.01559377126
898	0.01557586393
899	0.01551248296
900	0.01549706931
901	0.01547139788
902	0.01545388156
903	0.01542683757
904	0.01538727512
905	0.01535571346
906	0.01530621788
907	0.01527504206
908	0.01524662832
909	0.01519054682
910	0.01515860839
911	0.01513799047
912	0.015108269
913	0.01508533184
914	0.01507251055
915	0.01504962558
916	0.01501324046
917	0.01497425068
918	0.01495856007
919	0.01492465151
920	0.01490696302
921	0.01486675673
922	0.0148429725
923	0.01480289114
924	0.01476590604
925	0.01474376901
926	0.01471703226
927	0.01469039383
928	0.0146768666
929	0.01463628731
930	0.01457744115
931	0.01454716707
932	0.0145064442
933	0.01445800491
934	0.01440755737
935	0.01439516429
936	0.01433900074
937	0.01429354957
938	0.01427296897
939	0.01424234102
940	0.01421130547
941	0.0141563405
942	0.01410403734
943	0.01407326829
944	0.01405271883
945	0.01401599994
946	0.01398874301
947	0.01396407203
948	0.01394391995
949	0.01392361011
950	0.01387392821
951	0.01384840585
952	0.01380658793
953	0.01378246273
954	0.01376260827
955	0.01372159796
956	0.01369343647
957	0.01367155091
958	0.01365034913
959	0.01363172971
960	0.01360652251
961	0.01358618313
962	0.01357473227
963	0.01354138618
964	0.01351583205
965	0.0134923973
966	0.01344733383
967	0.01343082441
968	0.01341166032
969	0.01339196555
970	0.01338429162
971	0.01336611561
972	0.01333749074
973	0.01330961807
974	0.01327016714
975	0.01324306643
976	0.0132357638
977	0.01323006952
978	0.0131950993
979	0.01317188714
980	0.01312451628
981	0.01309666177
982	0.01306097104
983	0.01302550797
984	0.0129993497
985	0.01298681487
986	0.01296909147
987	0.01293866832
988	0.01290839124
989	0.01287410298
990	0.01285204855
991	0.01283292393
992	0.01282126844
993	0.01279583683
994	0.01277295805
995	0.01274226455
996	0.01271107127
997	0.01270436604
998	0.01267568957
999	0.01264915877
1000	0.0126130876
1001	0.01259549937
1002	0.0125614465
1003	0.01255079055
1004	0.01253328669
1005	0.01248780448
1006	0.01246479004
1007	0.01243515187
1008	0.01240093184
1009	0.01237797634
1010	0.01235025998
1011	0.01232462401
1012	0.01230095677
1013	0.01226507839
1014	0.01224425984
1015	0.01222846887
1016	0.01220663335
1017	0.01216977977
1018	0.01213868204
1019	0.01212520048
1020	0.01210916969
1021	0.01208184597
1022	0.01206221135
1023	0.01203430776
1024	0.01202042594
1025	0.01199223402
1026	0.01197459017
1027	0.01194363476
1028	0.011914461
1029	0.01190124052
1030	0.0118912814
1031	0.0118762101
1032	0.0118533848
1033	0.01183244433
1034	0.01179148382
1035	0.01177583863
1036	0.01176023313
1037	0.01173584953
1038	0.01170943457
1039	0.01168384893
1040	0.011668344
1041	0.01164498247
1042	0.01163011686
1043	0.01159484575
1044	0.01157619836
1045	0.01156259104
1046	0.01154740228
1047	0.01152431741
1048	0.01150397287
1049	0.01148735008
1050	0.01144428022
1051	0.01143032322
1052	0.01140248425
1053	0.01137614896
1054	0.01136965765
1055	0.01136658486
1056	0.01133313649
1057	0.01130429167
1058	0.01129242081
1059	0.01126992987
1060	0.01124802061
1061	0.01123964746
1062	0.01120808004
1063	0.01119613459
1064	0.01117778323
1065	0.01116758024
1066	0.01115349963
1067	0.01113815426
1068	0.01111992964
1069	0.01109720405
1070	0.01105380332
1071	0.01103855219
1072	0.01099835766
1073	0.01095342741
1074	0.01092812008
1075	0.01090913214
1076	0.01089750749
1077	0.01088112888
1078	0.01085436336
1079	0.01083521753
1080	0.01082025618
1081	0.01080224386
1082	0.01078690593
1083	0.01077583986
1084	0.01076032964
1085	0.01072384686
1086	0.01069586869
1087	0.01068290754
1088	0.01066646215
1089	0.01063805566
1090	0.0106245715
1091	0.01060021884
1092	0.01058012
1093	0.01056152131
1094	0.01055180239
1095	0.01053613482
1096	0.01048847065
1097	0.01047582923
1098	0.01046520955
1099	0.01045244733
1100	0.01044150196
1101	0.01042575821
1102	0.0104009921
1103	0.01038090502
1104	0.01035946238
1105	0.01034440762
1106	0.01032724193
1107	0.01029713666
1108	0.01027653842
1109	0.0102595568
1110	0.01023953986
1111	0.01022776754
1112	0.01021674569
1113	0.0101892341
1114	0.01017469222
1115	0.01016271443
1116	0.01015426164
1117	0.01013968756
1118	0.01011501387
1119	0.01010189447
1120	0.01008430627
1121	0.01006970342
1122	0.01005255202
1123	0.01004054225
1124	0.01002849549
1125	0.01000713553
1126	0.009989332741
1127	0.009961035605
1128	0.009947829296
1129	0.009938517504
1130	0.00993043862
1131	0.009909288818
1132	0.009891479616
1133	0.0098842683
1134	0.009859762581
1135	0.009838803372
1136	0.00982510261
1137	0.009815737826
1138	0.009801043174
1139	0.009784267885
1140	0.009770471475
1141	0.00974746678
1142	0.009730673255
1143	0.009712762075
1144	0.009699086827
1145	0.009682509318
1146	0.009651252588
1147	0.009636041831
1148	0.009619935883
1149	0.009597946391
1150	0.009581159859
1151	0.009573078297
1152	0.009548751354
1153	0.009545311158
1154	0.009537337919
1155	0.009524987975
1156	0.009508330093
1157	0.00949367392
1158	0.009487812388
1159	0.009474559736
1160	0.009461405857
1161	0.009447537048
1162	0.009434590879
1163	0.009421450742
1164	0.009412805713
1165	0.009406817056
1166	0.009382000429
1167	0.009350657963
1168	0.009336954019
1169	0.009322065987
1170	0.00930870952
1171	0.009300532468
1172	0.009284985918
1173	0.009265190554
1174	0.009255985725
1175	0.009243256014
1176	0.009234206629
1177	0.009210957238
1178	0.009196974553
1179	0.009173346127
1180	0.009154900201
1181	0.009141151517
1182	0.009118404725
1183	0.009111585827
1184	0.009098172038
1185	0.009066795907
1186	0.009057116028
1187	0.009042709823
1188	0.009030717064
1189	0.009015810604
1190	0.008997731058
1191	0.008987257568
1192	0.008980411743
1193	0.008967023679
1194	0.008961131974
1195	0.008945792191
1196	0.008925867645
1197	0.008914602895
1198	0.008903937625
1199	0.008883671593
