EXP_NAME,EXPERIMENTER,MODEL_FAMILY,SEED,N_FOLDS,FEATURE_MODE,SCALER_TYPE,USE_PCA,PCA_N_COMPONENTS,IMBALANCE_MODE,train_size,cv_f1_macro_mean,cv_f1_macro_std,public_lb_f1_macro,private_lb_f1_macro,train_time_sec,submission_file,notes,bootstrap,class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,n_jobs,random_state
experiment_34A,Zuha,rf,42,10,img+text,minmax,True,256,balanced,1530,0.4741342867658657,0.02009325661885677,,,97.38141059875488,submissions\rf_Zuha.csv,"RF baseline: 500 trees, max_depth=None, max_features='sqrt'.",True,balanced,30,sqrt,10,20,1000,-1,42
