EXP_NAME,EXPERIMENTER,MODEL_FAMILY,SEED,N_FOLDS,FEATURE_MODE,SCALER_TYPE,USE_PCA,PCA_N_COMPONENTS,IMBALANCE_MODE,train_size,cv_f1_macro_mean,cv_f1_macro_std,public_lb_f1_macro,private_lb_f1_macro,train_time_sec,submission_file,notes,C,class_weight,dual,fit_intercept,intercept_scaling,loss,max_iter,multi_class,penalty,random_state,tol,verbose
37A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.048824310302734375,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
38A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.05770134925842285,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
39A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.08186101913452148,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
40A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.05640435218811035,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
41A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.04351234436035156,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
42A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.07753205299377441,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
43A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04330611228942871,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
44A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03622269630432129,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
45A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.04856586456298828,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
46A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.07801485061645508,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
47A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.07300448417663574,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
48A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.045900583267211914,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
49A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.057433128356933594,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
50A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.03454399108886719,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
51A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04102897644042969,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
52A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03401899337768555,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
53A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.061009883880615234,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
54A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.03603100776672363,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
55A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03010702133178711,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
56A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.06749892234802246,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
57A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.049498558044433594,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
58A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.032122135162353516,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
59A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.02859807014465332,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
60A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04801130294799805,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
61A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.08979463577270508,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
62A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.06873607635498047,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
63A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.026108741760253906,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,0.0001,1
64A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03524422645568848,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.0001,1
65A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.05202054977416992,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
66A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.038767337799072266,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
67A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04472780227661133,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,0.0001,1
68A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04224085807800293,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.0001,1
69A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.09299373626708984,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
70A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.10025191307067871,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
71A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.029797792434692383,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,1e-05,1
72A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03631281852722168,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,1e-05,1
73A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.08803033828735352,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
74A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.03421616554260254,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
75A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03020501136779785,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
76A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.024485349655151367,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
77A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.030539512634277344,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
78A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.030751943588256836,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
79A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03865337371826172,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,1e-05,1
80A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.028143882751464844,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,1e-05,1
81A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.04953455924987793,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
82A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.576358481270603,0.050612213780185815,,,0.03647494316101074,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
83A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03416752815246582,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,1e-05,1
84A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.07963991165161133,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,1e-05,1
85A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.07761931419372559,,,0.1,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
86A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.03084087371826172,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
87A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.1768627166748047,,,0.1,,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
88A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.04752683639526367,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
89A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.10330557823181152,,,0.1,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
90A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.03690624237060547,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
91A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.11245512962341309,,,0.1,,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
92A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.03629469871520996,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
93A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.08483266830444336,,,0.1,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
94A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.03496694564819336,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
95A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.1839599609375,,,0.1,,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
96A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.04396653175354004,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
97A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.10812234878540039,,,0.1,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
98A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.05473732948303223,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
99A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.14261603355407715,,,0.1,,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
100A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.09760403633117676,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
101A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.14421439170837402,,,0.1,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
102A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.11012125015258789,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
103A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.20522499084472656,,,0.1,,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
104A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.062192678451538086,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
105A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.11908149719238281,,,0.1,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
106A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.10195064544677734,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
107A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.2609870433807373,,,0.1,,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
108A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.05336809158325195,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
109A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.1445159912109375,,,0.1,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
110A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.05229949951171875,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
111A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.19388055801391602,,,0.1,,True,True,1.0,hinge,10000,ovr,l2,42,0.0001,1
112A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.03581047058105469,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.0001,1
113A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.10968852043151855,,,0.1,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
114A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.03694438934326172,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
115A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.20993900299072266,,,0.1,,True,True,1.0,hinge,50000,ovr,l2,42,0.0001,1
116A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.0408477783203125,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.0001,1
117A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.15066862106323242,,,0.1,,True,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
118A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.08330464363098145,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
119A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.1074228286743164,,,0.1,,True,True,1.0,hinge,1000,ovr,l2,42,1e-05,1
120A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.11428570747375488,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l1,42,1e-05,1
121A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.14722108840942383,,,0.1,,True,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
122A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.0419621467590332,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
123A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.3920133113861084,,,0.1,,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
124A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.046627044677734375,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
125A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.1140739917755127,,,0.1,,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
126A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.03984212875366211,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
127A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.8366398811340332,,,0.1,,True,True,1.0,hinge,10000,ovr,l2,42,1e-05,1
128A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.11351156234741211,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l1,42,1e-05,1
129A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.31751012802124023,,,0.1,,True,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
130A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6015922260447548,0.042028485373774016,,,0.08168578147888184,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
131A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.4640979420159231,0.00026555009057629677,,,0.5865750312805176,,,0.1,,True,True,1.0,hinge,50000,ovr,l2,42,1e-05,1
132A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5768220136381407,0.04643646203741943,,,0.10036921501159668,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l1,42,1e-05,1
133A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.7444853782653809,,,1.0,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
134A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.06652688980102539,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
135A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5767987413618079,0.04136472191660489,,,0.13466310501098633,,,1.0,,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
136A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.0664358139038086,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
137A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.7248823642730713,,,1.0,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
138A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.06255364418029785,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
139A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5812556542170276,0.0382145510069666,,,0.41599535942077637,,,1.0,,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
140A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.07578301429748535,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
141A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.746225118637085,,,1.0,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
142A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.05001091957092285,,,1.0,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
143A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5804898388730214,0.03719879318223838,,,0.9086904525756836,,,1.0,,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
144A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.06833958625793457,,,1.0,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
145A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.6597974300384521,,,1.0,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
146A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.029428720474243164,,,1.0,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
147A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5812556542170276,0.0382145510069666,,,1.0664618015289307,,,1.0,,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
148A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.06899356842041016,,,1.0,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
149A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.7491233348846436,,,1.0,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
150A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.07610630989074707,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
151A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5767987413618079,0.04136472191660489,,,0.2570457458496094,,,1.0,,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
152A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.09717917442321777,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
153A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,1.3521454334259033,,,1.0,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
154A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.027161359786987305,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
155A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5812556542170276,0.0382145510069666,,,0.31087350845336914,,,1.0,,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
156A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.036486148834228516,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
157A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.8797862529754639,,,1.0,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
158A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.045832157135009766,,,1.0,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
159A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.579998682893247,0.0377380143334044,,,0.5684583187103271,,,1.0,,True,True,1.0,hinge,10000,ovr,l2,42,0.0001,1
160A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.07248544692993164,,,1.0,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.0001,1
161A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.9830243587493896,,,1.0,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
162A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.05245780944824219,,,1.0,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
163A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5807644982372531,0.0387493443795965,,,2.579380989074707,,,1.0,,True,True,1.0,hinge,50000,ovr,l2,42,0.0001,1
164A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.1017608642578125,,,1.0,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.0001,1
165A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.9269170761108398,,,1.0,,True,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
166A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.08943033218383789,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
167A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5767987413618079,0.04136472191660489,,,0.4349086284637451,,,1.0,,True,True,1.0,hinge,1000,ovr,l2,42,1e-05,1
168A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.06515049934387207,,,1.0,,False,True,1.0,squared_hinge,1000,ovr,l1,42,1e-05,1
169A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.9595284461975098,,,1.0,,True,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
170A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,0.06675934791564941,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
171A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5812556542170276,0.0382145510069666,,,0.6718337535858154,,,1.0,,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
172A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6097280945983222,0.04889053253018561,,,0.11089754104614258,,,1.0,,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
173A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.6110889094612252,0.05196924717210368,,,1.537874698638916,,,1.0,,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
