EXP_NAME,EXPERIMENTER,MODEL_FAMILY,SEED,N_FOLDS,FEATURE_MODE,SCALER_TYPE,USE_PCA,PCA_N_COMPONENTS,IMBALANCE_MODE,train_size,cv_f1_macro_mean,cv_f1_macro_std,public_lb_f1_macro,private_lb_f1_macro,train_time_sec,submission_file,notes,C,class_weight,dual,fit_intercept,intercept_scaling,loss,max_iter,multi_class,penalty,random_state,tol,verbose
458A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.051714181900024414,,,10.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
459A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5827400037263317,0.0023710370227801566,,,0.8019263744354248,,,10.0,balanced,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
460A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6151078126284015,0.017521116240248966,,,0.05830240249633789,,,10.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
461A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.614308490712029,0.018185065482548553,,,3.8899950981140137,,,10.0,balanced,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
462A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.032037973403930664,,,10.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
463A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5820357389424741,0.008954596607230235,,,0.9173297882080078,,,10.0,balanced,True,True,1.0,hinge,10000,ovr,l2,42,1e-05,1
464A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6151078126284015,0.017521116240248966,,,0.03929567337036133,,,10.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l1,42,1e-05,1
465A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.61259910491032,0.016183040242091953,,,16.23863911628723,,,10.0,balanced,True,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
466A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.038083553314208984,,,10.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
467A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6088715759473958,0.01731126450179178,,,5.359093427658081,,,10.0,balanced,True,True,1.0,hinge,50000,ovr,l2,42,1e-05,1
468A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6151078126284015,0.017521116240248966,,,0.12428975105285645,,,10.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l1,42,1e-05,1
469A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5812287367835858,0.042419609318776495,,,0.6640949249267578,,,100.0,balanced,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
470A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.07564830780029297,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
471A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6199391533738615,0.0021779972659682445,,,1.377506971359253,,,100.0,balanced,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
472A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.062220096588134766,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
473A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5899048881855112,0.02046985422926672,,,4.899986028671265,,,100.0,balanced,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
474A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.0954291820526123,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
475A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5923045609522491,0.013710354042338137,,,2.155918598175049,,,100.0,balanced,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
476A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.0389103889465332,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
477A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6497374682191851,0.028983530178880213,,,3.8537564277648926,submissions\SVM_Zuha\svm_477A.csv,,100.0,balanced,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
478A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.038713932037353516,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
479A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5732362270729667,0.017243566520111442,,,2.8426218032836914,,,100.0,balanced,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
480A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.0862879753112793,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
481A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6240714055679567,0.014290244783698737,,,49.26333928108215,submissions\SVM_Zuha\svm_481A.csv,,100.0,balanced,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
482A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.09433579444885254,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
483A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5454525529043808,0.013349478402997102,,,12.824977159500122,,,100.0,balanced,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
484A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.06052660942077637,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
485A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5812287367835858,0.042419609318776495,,,1.090217113494873,,,100.0,balanced,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
486A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.05992579460144043,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
487A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6199391533738615,0.0021779972659682445,,,0.9688220024108887,,,100.0,balanced,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
488A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.09403467178344727,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
489A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5899048881855112,0.02046985422926672,,,4.207442045211792,,,100.0,balanced,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
490A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.05856823921203613,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
491A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5923045609522491,0.013710354042338137,,,2.8496456146240234,,,100.0,balanced,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
492A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.07868075370788574,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
493A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6497374682191851,0.028983530178880213,,,7.019137859344482,submissions\SVM_Zuha\svm_493A.csv,,100.0,balanced,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
494A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.07373881340026855,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
495A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5732362270729667,0.017243566520111442,,,4.88788628578186,,,100.0,balanced,True,True,1.0,hinge,10000,ovr,l2,42,0.0001,1
496A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.042557716369628906,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.0001,1
497A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6240714055679567,0.014290244783698737,,,17.13769555091858,submissions\SVM_Zuha\svm_497A.csv,,100.0,balanced,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
498A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.0326230525970459,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
499A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5454525529043808,0.013349478402997102,,,5.622596979141235,,,100.0,balanced,True,True,1.0,hinge,50000,ovr,l2,42,0.0001,1
500A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.03466033935546875,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.0001,1
501A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5812287367835858,0.042419609318776495,,,0.383298397064209,,,100.0,balanced,True,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
502A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.03244471549987793,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
503A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6199391533738615,0.0021779972659682445,,,0.7142078876495361,,,100.0,balanced,True,True,1.0,hinge,1000,ovr,l2,42,1e-05,1
504A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.05153203010559082,,,100.0,balanced,False,True,1.0,squared_hinge,1000,ovr,l1,42,1e-05,1
505A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5899048881855112,0.02046985422926672,,,1.7970683574676514,,,100.0,balanced,True,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
506A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.039922237396240234,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
507A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5923045609522491,0.013710354042338137,,,3.877117872238159,,,100.0,balanced,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
508A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.039400577545166016,,,100.0,balanced,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
509A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6497374682191851,0.028983530178880213,,,3.0710158348083496,submissions\SVM_Zuha\svm_509A.csv,,100.0,balanced,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
510A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.03000640869140625,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
511A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5732362270729667,0.017243566520111442,,,2.0838663578033447,,,100.0,balanced,True,True,1.0,hinge,10000,ovr,l2,42,1e-05,1
512A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.04305458068847656,,,100.0,balanced,False,True,1.0,squared_hinge,10000,ovr,l1,42,1e-05,1
513A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6240714055679567,0.014290244783698737,,,15.169834852218628,submissions\SVM_Zuha\svm_513A.csv,,100.0,balanced,True,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
514A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.029061555862426758,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
515A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.5454525529043808,0.013349478402997102,,,5.669604778289795,,,100.0,balanced,True,True,1.0,hinge,50000,ovr,l2,42,1e-05,1
516A,Zuha,svm,42,3,img+text,standard,True,64,balanced,1530,0.6145573185903782,0.017230185274080573,,,0.04143190383911133,,,100.0,balanced,False,True,1.0,squared_hinge,50000,ovr,l1,42,1e-05,1
517A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.02419424057006836,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
518A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.02256035804748535,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
519A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.01871776580810547,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
520A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.022064924240112305,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
521A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.0274045467376709,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
522A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.0246279239654541,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
523A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.020166635513305664,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
524A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.024670124053955078,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
525A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03182029724121094,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
526A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03204846382141113,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
527A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.026894330978393555,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
528A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03387165069580078,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
529A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.046660661697387695,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
530A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.047959089279174805,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
531A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.027596712112426758,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
532A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.026544809341430664,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
533A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.06011247634887695,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
534A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.05314040184020996,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
535A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.031647682189941406,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
536A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.04065227508544922,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
537A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03221559524536133,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
538A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.02562546730041504,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
539A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.024135589599609375,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
540A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.041091203689575195,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
541A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.04622960090637207,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
542A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.028384923934936523,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
543A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.022580623626708984,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,0.0001,1
544A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.020626068115234375,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.0001,1
545A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03197145462036133,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
546A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.039672136306762695,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.0001,1
547A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.043512821197509766,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,0.0001,1
548A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.03703665733337402,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.0001,1
549A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.05081796646118164,,,0.01,,True,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
550A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.030205726623535156,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l2,42,1e-05,1
551A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.025974273681640625,,,0.01,,True,True,1.0,hinge,1000,ovr,l2,42,1e-05,1
552A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.021346092224121094,,,0.01,,False,True,1.0,squared_hinge,1000,ovr,l1,42,1e-05,1
553A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03159070014953613,,,0.01,,True,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
554A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.024226903915405273,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l2,42,1e-05,1
555A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.040109872817993164,,,0.01,,True,True,1.0,hinge,5000,ovr,l2,42,1e-05,1
556A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.021311521530151367,,,0.01,,False,True,1.0,squared_hinge,5000,ovr,l1,42,1e-05,1
557A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.028584003448486328,,,0.01,,True,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
558A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.02550363540649414,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l2,42,1e-05,1
559A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.023344755172729492,,,0.01,,True,True,1.0,hinge,10000,ovr,l2,42,1e-05,1
560A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.023817062377929688,,,0.01,,False,True,1.0,squared_hinge,10000,ovr,l1,42,1e-05,1
561A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.03621506690979004,,,0.01,,True,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
562A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5729390716960386,0.04714780883491252,,,0.029887676239013672,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l2,42,1e-05,1
563A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.02063608169555664,,,0.01,,True,True,1.0,hinge,50000,ovr,l2,42,1e-05,1
564A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46428571428571425,5.551115123125783e-17,,,0.02117633819580078,,,0.01,,False,True,1.0,squared_hinge,50000,ovr,l1,42,1e-05,1
565A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.09482145309448242,,,0.1,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
566A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.05247068405151367,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.001,1
567A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46826108609534284,0.005622024728652298,,,0.09058046340942383,,,0.1,,True,True,1.0,hinge,1000,ovr,l2,42,0.001,1
568A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.0509951114654541,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.001,1
569A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.10866189002990723,,,0.1,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
570A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.029170513153076172,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.001,1
571A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46851349541222964,0.005978985407862943,,,0.10809707641601562,,,0.1,,True,True,1.0,hinge,5000,ovr,l2,42,0.001,1
572A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.04329705238342285,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.001,1
573A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.07680010795593262,,,0.1,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
574A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.022396564483642578,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.001,1
575A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46851349541222964,0.005978985407862943,,,0.09314680099487305,,,0.1,,True,True,1.0,hinge,10000,ovr,l2,42,0.001,1
576A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.03928947448730469,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l1,42,0.001,1
577A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.08514785766601562,,,0.1,,True,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
578A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.03776812553405762,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l2,42,0.001,1
579A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46851349541222964,0.005978985407862943,,,0.1309354305267334,,,0.1,,True,True,1.0,hinge,50000,ovr,l2,42,0.001,1
580A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.03125500679016113,,,0.1,,False,True,1.0,squared_hinge,50000,ovr,l1,42,0.001,1
581A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.2098560333251953,,,0.1,,True,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
582A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.027765989303588867,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l2,42,0.0001,1
583A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46826108609534284,0.005622024728652298,,,0.0622713565826416,,,0.1,,True,True,1.0,hinge,1000,ovr,l2,42,0.0001,1
584A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.041132450103759766,,,0.1,,False,True,1.0,squared_hinge,1000,ovr,l1,42,0.0001,1
585A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.08384895324707031,,,0.1,,True,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
586A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.02620840072631836,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l2,42,0.0001,1
587A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.46851349541222964,0.005978985407862943,,,0.15084242820739746,,,0.1,,True,True,1.0,hinge,5000,ovr,l2,42,0.0001,1
588A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5686414035590961,0.043321871336013465,,,0.027760028839111328,,,0.1,,False,True,1.0,squared_hinge,5000,ovr,l1,42,0.0001,1
589A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.06919121742248535,,,0.1,,True,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
590A,Zuha,svm,42,3,img+text,standard,True,64,none,1530,0.5943896867718624,0.04902849589225403,,,0.0234987735748291,,,0.1,,False,True,1.0,squared_hinge,10000,ovr,l2,42,0.0001,1
